,department,institution,first_name,middle_name,last_name,title,year
7953,,,li,,sun,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7954,,,roger,,sun,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7955,,,jiawei,,sun,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7956,,,kay,,sun,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7957,,,guoxia,,sun,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7958,,,shuang,,sun,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7959,,,yannick,r,suter,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7960,,,laszlo,,szilagyi,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7961,,,sanjay,n,talbar,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7962,,,dacheng,,tao,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7963,,,zhongzhao,,teng,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7964,,,siddhesh,,thakur,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7965,,,meenakshi,,thakur,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7966,,,sameer,,tharakan,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7967,,,pallavi,,tiwari,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7968,,,guillaume,,tochon,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7969,,,tuan,,tran,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
7970,,,yuhsiang,m,tsai,identifying the best machine learning algorithms for brain tumor segmentation progression assessment and overall survival prediction in the brats challenge,2018
